Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Label
Injured / Non-injured,P63038,P63038,-1.088919204,1.088919204,6.07E-09,1.52E-08,16,P63038,Hspd1,"60 kDa heat shock protein, mitochondrial",CH60_MOUSE,47,-52.98865714,0.470113429,Injured,Non-injured,"extracellular space,cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,early endosome,peroxisomal matrix,rough endoplasmic reticulum,Golgi apparatus,cytosol,plasma membrane,clathrin-coated pit,cell surface,membrane,mitochondrial crista,coated vesicle,secretory granule,extracellular matrix,zymogen granule,myelin sheath,intracellular membrane-bounded organelle,protein complex,membrane raft,lipopolysaccharide receptor complex,extracellular exosome,cyclin-dependent protein kinase activating kinase holoenzyme complex","lipopolysaccharide binding,protease binding,p53 binding,RNA binding,double-stranded RNA binding,ATP binding,high-density lipoprotein particle binding,hydrolase activity,enzyme binding,ubiquitin protein ligase binding,protein complex binding,apolipoprotein binding,apolipoprotein A-I binding,insulin binding,protein binding involved in protein folding,protein heterodimerization activity,unfolded protein binding,chaperone binding,misfolded protein binding","response to hypoxia,detection of misfolded protein,B cell cytokine production,MyD88-dependent toll-like receptor signaling pathway,positive regulation of T cell mediated immune response to tumor cell,response to ischemia,'de novo' protein folding,activation of cysteine-type endopeptidase activity involved in apoptotic process,response to unfolded protein,apoptotic mitochondrial changes,response to cold,response to activity,response to lipopolysaccharide,positive regulation of interferon-alpha production,positive regulation of interferon-gamma production,positive regulation of interleukin-10 production,positive regulation of interleukin-12 production,positive regulation of interleukin-6 production,response to ATP,cellular response to heat,protein refolding,B cell proliferation,T cell activation,B cell activation,response to cocaine,response to drug,response to hydrogen peroxide,positive regulation of macrophage activation,positive regulation of apoptotic process,negative regulation of apoptotic process,negative regulation of neuron apoptotic process,response to estrogen,protein import into mitochondrial intermembrane space,isotype switching to IgG isotypes,positive regulation of inflammatory response,protein stabilization,positive regulation of T cell activation,chaperone mediated protein folding requiring cofactor,response to glucocorticoid,interaction with symbiont,chaperone-mediated protein folding,negative regulation of apoptotic process in bone marrow,negative regulation of reactive oxygen species biosynthetic process,positive regulation of tumor necrosis factor secretion,positive regulation of interleukin-6 secretion,adhesion of symbiont to host",
Injured / Non-injured,Q9QYB5;Q9QYB5-2,Q9QYB5;Q9QYB5-2,-0.714605971,0.714605971,6.11E-09,1.52E-08,16,Q9QYB5;Q9QYB5-2,Add3,Gamma-adducin;Isoform 1 of Gamma-adducin,ADDG_MOUSE,15,-39.06284593,0.609371541,Injured,Non-injured,"condensed nuclear chromosome,nucleoplasm,cytoplasm,cytoskeleton,plasma membrane,brush border,cell-cell junction,cell cortex,postsynaptic density,membrane;","actin binding,structural molecule activity,calmodulin binding;",;,
Injured / Non-injured,F8WGT1;Q68FL4,F8WGT1;Q68FL4,-0.901204927,0.901204927,6.23E-09,1.54E-08,16,F8WGT1;Q68FL4,Ahcyl2,Adenosylhomocysteinase;Putative adenosylhomocysteinase 3,F8WGT1_MOUSE;SAHH3_MOUSE,22,-46.45606502,0.53543935,Injured,Non-injured,";endoplasmic reticulum,cytosol,neuron projection,intracellular membrane-bounded organelle",;adenosylhomocysteinase activity,";one-carbon metabolic process,S-adenosylmethionine cycle",
Injured / Non-injured,O54962,O54962,1.635286082,1.635286082,6.27E-09,1.54E-08,16,O54962,Banf1,Barrier-to-autointegration factor,BAF_MOUSE,8,210.6491446,3.106491446,Injured,Non-injured,"condensed chromosome,nucleus,nucleoplasm,cytoplasm,cytosol,extracellular exosome","DNA binding,protein C-terminus binding,enzyme binding,protein homodimerization activity,protein N-terminus binding,LEM domain binding","DNA integration,negative regulation of viral genome replication,establishment of integrated proviral latency",
Injured / Non-injured,P35550,P35550,1.098062633,1.098062633,6.41E-09,1.57E-08,16,P35550,Fbl,rRNA 2'-O-methyltransferase fibrillarin,FBRL_MOUSE,10,114.0670329,2.140670329,Injured,Non-injured,"fibrillar center,dense fibrillar component,granular component,nucleus,chromosome,nucleolus,Cajal body,membrane,box C/D snoRNP complex,small-subunit processome,extracellular exosome","TFIID-class transcription factor binding,RNA binding,rRNA methyltransferase activity,ATPase binding,histone-glutamine methyltransferase activity","box C/D snoRNA 3'-end processing,osteoblast differentiation,tRNA processing,snoRNA metabolic process,rRNA methylation,snoRNA localization,histone glutamine methylation",
Injured / Non-injured,A0A0G2JDV6;A0A0H2UH17;Q80X50;Q80X50-2;Q80X50-3;Q80X50-4;Q80X50-5,A0A0G2JDV6;A0A0H2UH17;Q80X50;Q80X50-2;Q80X50-3;Q80X50-4;Q80X50-5,0.85523519,0.85523519,6.51E-09,1.58E-08,16,A0A0G2JDV6;A0A0H2UH17;Q80X50;Q80X50-2;Q80X50-3;Q80X50-4;Q80X50-5,Ubap2l,"Ubiquitin associated protein 2-like, isoform CRA_g;Ubiquitin associated protein 2-like, isoform CRA_b;Ubiquitin-associated protein 2-like;Isoform 2 of Ubiquitin-associated protein 2-like;Isoform 3 of Ubiquitin-associated protein 2-like;Isoform 4 of Ubiquitin-associated protein 2-like;Isoform 5 of Ubiquitin-associated protein 2-like",A0A0G2JDV6_MOUSE;A0A0H2UH17_MOUSE;UBP2L_MOUSE;UBP2L_MOUSE;UBP2L_MOUSE;UBP2L_MOUSE;UBP2L_MOUSE,10,80.90536456,1.809053646,Injured,Non-injured,";;nucleus,Ada2/Gcn5/Ada3 transcription activator complex,cytoplasm,PcG protein complex;;;;",";;molecular_function,RNA binding;;;;",";;binding of sperm to zona pellucida,positive regulation of gene expression,hematopoietic stem cell homeostasis;;;;",
Injured / Non-injured,Q9R190,Q9R190,1.128627918,1.128627918,6.49E-09,1.58E-08,16,Q9R190,Mta2,Metastasis-associated protein MTA2,MTA2_MOUSE,13,118.6506925,2.186506925,Injured,Non-injured,"histone deacetylase complex,nuclear chromatin,nucleus,nucleoplasm,transcription factor complex,membrane,NuRD complex,protein complex","transcription factor activity, transcription factor binding,RNA polymerase II transcription factor binding,RNA polymerase II repressing transcription factor binding,transcription factor activity, sequence-specific DNA binding,histone deacetylase activity,protein binding,zinc ion binding,histone deacetylase binding,transcription regulatory region DNA binding,transcription regulatory region sequence-specific DNA binding,nucleosomal DNA binding","negative regulation of transcription from RNA polymerase II promoter,DNA methylation,DNA packaging,chromatin remodeling,regulation of fibroblast migration,histone deacetylation,ATP-dependent chromatin remodeling,negative regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter",
Injured / Non-injured,Q99KR7,Q99KR7,-1.54748946,1.54748946,6.59E-09,1.59E-08,16,Q99KR7,Ppif,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial",PPIF_MOUSE,6,-65.78951316,0.342104868,Injured,Non-injured,"mitochondrion,mitochondrial permeability transition pore complex,mitochondrial matrix,mitochondrial proton-transporting ATP synthase complex","peptidyl-prolyl cis-trans isomerase activity,protein binding,cyclosporin A binding","protein peptidyl-prolyl isomerization,response to ischemia,protein folding,response to oxidative stress,apoptotic mitochondrial changes,regulation of proton-transporting ATPase activity, rotational mechanism,regulation of necrotic cell death,negative regulation of ATPase activity,negative regulation of apoptotic process,regulation of mitochondrial membrane permeability,necroptotic process,cellular response to hydrogen peroxide,cellular response to arsenic-containing substance,cellular response to calcium ion,positive regulation of release of cytochrome c from mitochondria,negative regulation of release of cytochrome c from mitochondria,negative regulation of oxidative phosphorylation,regulation of mitochondrial membrane permeability involved in programmed necrotic cell death,negative regulation of oxidative phosphorylation uncoupler activity,negative regulation of intrinsic apoptotic signaling pathway",
Injured / Non-injured,B2M1R6;P61979;P61979-2;P61979-3,B2M1R6;P61979;P61979-2;P61979-3,0.916329859,0.916329859,6.62E-09,1.59E-08,16,B2M1R6;P61979;P61979-2;P61979-3,Hnrnpk,Heterogeneous nuclear ribonucleoprotein K;Heterogeneous nuclear ribonucleoprotein K;Isoform 2 of Heterogeneous nuclear ribonucleoprotein K;Isoform 3 of Heterogeneous nuclear ribonucleoprotein K,B2M1R6_MOUSE;HNRPK_MOUSE;HNRPK_MOUSE;HNRPK_MOUSE,24,88.73079678,1.887307968,Injured,Non-injured,";nuclear chromatin,podosome,nucleoplasm,cytoplasm,focal adhesion,membrane,extracellular matrix,cell projection,extracellular exosome,catalytic step 2 spliceosome;;",";RNA polymerase II core promoter proximal region sequence-specific DNA binding,transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,RNA binding,protein binding,protein domain specific binding,identical protein binding,cadherin binding;;",";transcription from RNA polymerase II promoter,mRNA processing,RNA splicing,regulation of low-density lipoprotein particle clearance,negative regulation of apoptotic process,positive regulation of low-density lipoprotein particle receptor biosynthetic process,positive regulation of transcription from RNA polymerase II promoter,negative regulation of mRNA splicing, via spliceosome,positive regulation of receptor-mediated endocytosis,regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter,regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator;;",
Injured / Non-injured,Q5XJY5,Q5XJY5,0.527246981,0.527246981,6.67E-09,1.60E-08,16,Q5XJY5,Arcn1,Coatomer subunit delta,COPD_MOUSE,26,44.11764492,1.441176449,Injured,Non-injured,"Golgi membrane,endoplasmic reticulum,Golgi apparatus,membrane,COPI vesicle coat,COPI-coated vesicle",RNA binding,"retrograde vesicle-mediated transport, Golgi to ER,adult locomotory behavior,protein transport,cerebellar Purkinje cell layer maturation,pigmentation,Golgi vesicle transport",
Injured / Non-injured,P97872,P97872,-2.04412457,2.04412457,6.86E-09,1.64E-08,16,P97872,Fmo5,Dimethylaniline monooxygenase [N-oxide-forming] 5,FMO5_MOUSE,15,-75.75304595,0.242469541,Injured,Non-injured,"endoplasmic reticulum,endoplasmic reticulum membrane,cytosol,integral component of membrane,organelle membrane","N,N-dimethylaniline monooxygenase activity,flavin adenine dinucleotide binding,NADP binding",oxidation-reduction process,
Injured / Non-injured,P05784,P05784,2.304294649,2.304294649,6.90E-09,1.64E-08,16,P05784,Krt18,"Keratin, type I cytoskeletal 18",K1C18_MOUSE,28,393.9259094,4.939259094,Injured,Non-injured,"nucleolus,cytoplasm,microtubule organizing center,cytosol,intermediate filament,cell-cell adherens junction,nuclear matrix,centriolar satellite,keratin filament,extracellular exosome,cell periphery","RNA binding,structural molecule activity,protein binding,scaffold protein binding,cadherin binding involved in cell-cell adhesion","tumor necrosis factor-mediated signaling pathway,Golgi to plasma membrane CFTR protein transport,negative regulation of apoptotic process,intermediate filament cytoskeleton organization,extrinsic apoptotic signaling pathway,hepatocyte apoptotic process,cell-cell adhesion",
Injured / Non-injured,P30275,P30275,-1.448451371,1.448451371,7.08E-09,1.67E-08,16,P30275,Ckmt1,"Creatine kinase U-type, mitochondrial",KCRU_MOUSE,15,-63.35854674,0.366414533,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,myelin sheath,extracellular exosome","creatine kinase activity,protein binding,ATP binding","phosphorylation,negative regulation of protein binding,negative regulation of apoptotic process",
Injured / Non-injured,Q9WTP6;Q9WTP6-2,Q9WTP6;Q9WTP6-2,-1.020244557,1.020244557,7.15E-09,1.68E-08,16,Q9WTP6;Q9WTP6-2,Ak2,"Adenylate kinase 2, mitochondrial;Isoform 2 of Adenylate kinase 2, mitochondrial",KAD2_MOUSE,15,-50.69672307,0.493032769,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,sperm flagellum,extracellular exosome,sperm mitochondrial sheath;","adenylate kinase activity,ATP binding;","ADP biosynthetic process,nucleotide phosphorylation;",
Injured / Non-injured,Q8K0D5,Q8K0D5,-1.264990938,1.264990938,7.22E-09,1.69E-08,16,Q8K0D5,Gfm1,"Elongation factor G, mitochondrial",EFGM_MOUSE,21,-58.3898019,0.416101981,Injured,Non-injured,mitochondrion,"RNA binding,translation elongation factor activity,GTPase activity,GTP binding",mitochondrial translational elongation,
Injured / Non-injured,Q6PB66,Q6PB66,-0.949881183,0.949881183,7.31E-09,1.71E-08,16,Q6PB66,Lrpprc,"Leucine-rich PPR motif-containing protein, mitochondrial",LPPRC_MOUSE,67,-48.23249054,0.517675095,Injured,Non-injured,"condensed nuclear chromosome,nucleus,nuclear inner membrane,nuclear outer membrane,nucleoplasm,cytoplasm,mitochondrion,cytoskeleton,microtubule,membrane,intracellular ribonucleoprotein complex,mitochondrial nucleoid,perinuclear region of cytoplasm","single-stranded DNA binding,RNA binding,endonuclease activity,protein binding,ubiquitin protein ligase binding,beta-tubulin binding,actin filament binding","negative regulation of mitochondrial RNA catabolic process,transcription, DNA-templated,regulation of transcription, DNA-templated,RNA modification,mRNA transport,regulation of mitochondrial translation,nucleic acid phosphodiester bond hydrolysis",
Injured / Non-injured,Q62422,Q62422,0.986450817,0.986450817,7.44E-09,1.73E-08,16,Q62422,Ostf1,Osteoclast-stimulating factor 1,OSTF1_MOUSE,10,98.13047699,1.98130477,Injured,Non-injured,"cytoplasm,extracellular exosome",SH3 domain binding,biological_process,
Injured / Non-injured,Q9WVD5,Q9WVD5,-1.428311056,1.428311056,7.49E-09,1.73E-08,16,Q9WVD5,Slc25a15,Mitochondrial ornithine transporter 1,ORNT1_MOUSE,12,-62.84343749,0.371565625,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,integral component of membrane",L-ornithine transmembrane transporter activity,"mitochondrial ornithine transport,mitochondrial transport,L-ornithine transmembrane transport",
Injured / Non-injured,P28798;Q3U9N4,P28798;Q3U9N4,1.111332985,1.111332985,7.56E-09,1.74E-08,16,P28798;Q3U9N4,Grn,Granulins,GRN_MOUSE;Q3U9N4_MOUSE,12,116.0451711,2.160451711,Injured,Non-injured,"extracellular space,mitochondrion,lysosome,endosome,endoplasmic reticulum,extracellular exosome;","RNA binding,cytokine activity;","blastocyst hatching,embryo implantation,regulation of receptor activity,positive regulation of epithelial cell proliferation;",
Injured / Non-injured,A2AQ50;A2AQ51;A2AQ52,A2AQ50;A2AQ51;A2AQ52,-2.654499354,2.654499354,7.79E-09,1.79E-08,16,A2AQ50;A2AQ51;A2AQ52,Slc12a1,Solute carrier family 12 member 1,A2AQ50_MOUSE;A2AQ51_MOUSE;A2AQ52_MOUSE,27,-84.11760215,0.158823979,Injured,Non-injured,;;,;;,;;,
Injured / Non-injured,Q925I1,Q925I1,-1.067034379,1.067034379,8.01E-09,1.83E-08,16,Q925I1,Atad3,ATPase family AAA domain-containing protein 3,ATAD3_MOUSE,18,-52.27008669,0.477299133,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,integral component of membrane,mitochondrial nucleoid","molecular_function,ATP binding","cell growth,negative regulation of apoptotic process",
Injured / Non-injured,Q9DBL1,Q9DBL1,-1.788735218,1.788735218,8.51E-09,1.94E-08,16,Q9DBL1,Acadsb,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",ACDSB_MOUSE,17,-71.05743315,0.289425669,Injured,Non-injured,"mitochondrion,mitochondrial matrix,extracellular exosome","acyl-CoA dehydrogenase activity,short-branched-chain-acyl-CoA dehydrogenase activity,flavin adenine dinucleotide binding","fatty acid metabolic process,acyl-CoA metabolic process,oxidation-reduction process",
